"Location";"Source"
"188155806-0-3292";"Seal 1 Volcanic Vent on High Isle."
"188155806-0-3293";"Seal 10 Volcanic Vents on High Isle."
"188155806-0-3294";"Seal 30 Volcanic Vents on High Isle."
"188155806-0-3295";"Steal the Luxurious Lockbox from Gonfalon Palace."
"188155806-0-3297";"Seal 30 Lava Vents in High Isle."
"188155806-0-3298";"Locate druid shrines across High Isle."
"188155806-0-3299";"Help Squire Lyna come up with an adventure for Sir Coliinean."
"188155806-0-3300";"Investigate the threat against High Isle and restore peace to the region."
"188155806-0-3301";"Complete 30 unique quests in High Isle."
"188155806-0-3302";"Complete ""Of Knights and Knaves"" quest on High Isle."
"188155806-0-3303";"Complete ""People of Import"" quest on High Isle."
"188155806-0-3304";"Complete ""Deadly Investigations"" quest on High Isle."
"188155806-0-3305";"Complete ""Escape from Amenos"" quest on High Isle."
"188155806-0-3306";"Complete ""To Catch a Magus"" quest on High Isle."
"188155806-0-3307";"Complete ""The Ascendant Storm"" quest on High Isle."
"188155806-0-3308";"Complete 1 solo daily job for Wayllod, agent of House Dufort, in Gonfalon Bay within the High Isle and Amenos zone."
"188155806-0-3309";"Complete 10 solo daily jobs for Wayllod, agent of House Dufort, in Gonfalon Bay within the High Isle and Amenos zone."
"188155806-0-3310";"Complete 30 solo daily jobs for Wayllod, agent of House Dufort, in Gonfalon Bay within the High Isle and Amenos zone."
"188155806-0-3311";"Complete 1 world boss daily job for Parisse Plouff, agent of House Dufort, in Gonfalon Bay within the High Isle and Amenos zone."
"188155806-0-3312";"Complete 10 world boss daily jobs for Parisse Plouff, agent of House Dufort, in Gonfalon Bay within the High Isle and Amenos zone."
"188155806-0-3313";"Complete 30 world boss daily jobs for Parisse Plouff, agent of House Dufort, in Gonfalon Bay within the High Isle and Amenos zone."
"188155806-0-3314";"Complete 1 Volcanic Vent daily job for Druid Peeska in High Isle."
"188155806-0-3315";"Complete 10 Volcanic Vent daily jobs for Druid Peeska in High Isle."
"188155806-0-3316";"Complete 30 Volcanic Vent daily jobs for Druid Peeska in High Isle."
"188155806-0-3317";"Complete quests, collect decks, and upgrade cards to complete."
"188155806-0-3318";"Complete the Tales of Tribute introductory quest."
"188155806-0-3319";"Complete the Tales of Tribute quest: A New Venture."
"188155806-0-3320";"Complete the Tales of Tribute quest: The Tournament Begins."
"188155806-0-3321";"Complete the Tales of Tribute quest: Challenges of the Past"
"188155806-0-3322";"Complete the Tales of Tribute quest: The Final Round"
"188155806-0-3324";"Collect all eight of the following decks in Tales of Tribute."
"188155806-0-3325";"Complete the following Tales of Tribute Patron Achievements."
"188155806-0-3326";"Use Saint Pelin's Patron power to refresh Agents 10 times in match-made Tales of Tribute games."
"188155806-0-3327";"Use the Duke of Crows's Patron power to gain Power 10 times in match-made Tales of Tribute games."
"188155806-0-3328";"Use Grandmaster Delmene Hlaalu's Patron power to gain Prestige 10 times in match-made Tales of Tribute games."
"188155806-0-3329";"Use Psijic Loremaster Celarus's Patron power to knock out Agents 10 times in match-made Tales of Tribute games."
"188155806-0-3330";"Use Red Eagle, King of the Reach's Patron power to draw cards 10 times in match-made Tales of Tribute games."
"188155806-0-3331";"Use Sorcerer-King Orgnum's Patron power to gain Power 10 times in match-made Tales of Tribute games."
"188155806-0-3332";"Use Rajhin, the Purring Liar's Patron power to create Bewilderment cards 10 times in match-made Tales of Tribute games."
"188155806-0-3333";"Use the Ansei, Frandar Hunding's Patron power to gain Coin 10 times in match-made Tales of Tribute games."
"188155806-0-3334";"Play a Tales of Tribute match in a player house."
"188155806-0-3335";"Play a Tales of Tribute match at each of the following locations."
"188155806-0-3336";"Defeat a Tales of Tribute Founder."
"188155806-0-3337";"Defeat the following Tales of Tribute Founders."
"188155806-0-3338";"Reach Rubedite Rank in competitive Tales of Tribute ranked play."
"188155806-0-3339";"Reach Voidsteel Rank in competitive Tales of Tribute ranked play."
"188155806-0-3340";"Reach Quicksilver Rank in competitive Tales of Tribute ranked play."
"188155806-0-3341";"Complete 100 ranked matches of Tales of Tribute."
"188155806-0-3342";"Reach Ebony Rank in competitive Tales of Tribute ranked play."
"188155806-0-3343";"Complete 50 ranked matches of Tales of Tribute."
"188155806-0-3344";"Complete 10 ranked matches of Tales of Tribute."
"188155806-0-3345";"Achieve a Win Streak by winning three consecutive matches in Tales of Tribute ranked play."
"188155806-0-3346";"Complete Tales of Tribute ranked placement matches."
"188155806-0-3347";"Upgrade all the cards in the following Tales of Tribute decks."
"188155806-0-3348";"Collect a Writ of Coin from the Treasury 10 times in Tales of Tribute matches."
"188155806-0-3349";"Reach the rank of Initiate in the Roister's Club"
"188155806-0-3350";"Reach the rank of Trainee in the Roister's Club."
"188155806-0-3351";"Reach the rank of Novice in the Roister's Club."
"188155806-0-3352";"Reach the rank of Regular in the Roister's Club."
"188155806-0-3353";"Reach the rank of Adept in the Roister's Club."
"188155806-0-3354";"Reach the rank of Expert in the Roister's Club."
"188155806-0-3355";"Reach the rank of Veteran in the Roister's Club."
"188155806-0-3356";"Reach the rank of Master in the Roister's Club."
"188155806-0-3357";"Complete a Tales of Tribute Daily Quest for the first time."
"188155806-0-3358";"Complete a Tales of Tribute Daily Quest 10 times."
"188155806-0-3359";"Complete a Tales of Tribute Daily Quest 30 times."
"188155806-0-3360";"Complete a Tales of Tribute Competitive Daily Quest for the first time."
"188155806-0-3361";"Complete a Tales of Tribute Competitive Daily Quest 10 times."
"188155806-0-3362";"Complete a Tales of Tribute Competitive Daily Quest 30 times."
"188155806-0-3373";"Defeat 200 Firesong Druids in Veteran Earthen Root Enclave."
"188155806-0-3374";"Defeat 50 Lurchers and Graft-Root creatures in Veteran Earthen Root Enclave."
"188155806-0-3375";"Defeat the Corruption of Stone, Corruption of Root, and Archdruid Devyric in Earthen Root Enclave."
"188155806-0-3376";"Defeat the Corruption of Stone, Corruption of Root, and Archdruid Devyric in Veteran Earthen Root Enclave."
"188155806-0-3377";"Defeat Archdruid Devyric after placing the challenge banner in Veteran Earthen Root Enclave."
"188155806-0-3378";"Defeat all encounters in addition to the Corruption of Stone, Corruption of Root, and Archdruid Devyric within 25 minutes of entering Veteran Earthen Root Enclave. Your timer starts when you engage the first group of enemies."
"188155806-0-3379";"Defeat all encounters in addition to the Corruption of Stone, Corruption of Root, and Archdruid Devyric in Veteran Earthen Root Enclave without suffering a group member death."
"188155806-0-3380";"Complete the listed achievements for Veteran Earthen Root Enclave."
"188155806-0-3381";"Defeat all encounters in addition to the Corruption of Stone, Corruption of Root, and Archdruid Devyric after raising the challenge banner in Veteran Earthen Root Enclave within 25 minutes without suffering a group member death."
"188155806-0-3382";"Defeat the Corruption of Stone without any player turning to stone in Veteran Earthen Root Enclave."
"188155806-0-3383";"Destroy all Stone Atronachs during each stage of the Corruption of Stone battle, and then defeat the Corruption of Stone in Veteran Earthen Root Enclave."
"188155806-0-3384";"Defeat the Corruption of Root without any player getting hit by Root Infection within 1s of any other player getting hit by Root Infection in Veteran Earthen Root Enclave."
"188155806-0-3385";"Destroy 50 Faun-possessed Root Nodes as a group in Earthen Root Enclave."
"188155806-0-3386";"During the Archdruid Devyric encounter, make sure he destroys at least 3 Earth Pillars during a single Malicious Mauling charge in Veteran Earthen Root Enclave."
"188155806-0-3388";"Defeat the Corruption of Stone after placing the challenge banner in Veteran Earthen Root Enclave."
"188155806-0-3389";"Defeat the Corruption of Root after placing the challenge banner in Veteran Earthen Root Enclave."
"188155806-0-3390";"Complete optional content in Earthen Root Enclave by finding and defeating all three optional bosses."
"188155806-0-3391";"Defeat Archdruid Devyric after raising the Challenge Banner and without gaining any benefits from completing optional content in Veteran Earthen Root Enclave."
"188155806-0-3392";"Defeat 200 Drowned Sailors in Veteran Graven Deep. This includes Drowned Frost Mages, Drowned Assassins, and Drowned Ravagers."
"188155806-0-3393";"Defeat 50 Giant Undead in Veteran Graven Deep. This includes Bone Colossi, Wraiths, Flesh Abominations, and Varzunon."
"188155806-0-3394";"Defeat the Euphotic Gatekeeper, Varzunon, and Zelvraak the Unbreathing in Graven Deep."
"188155806-0-3395";"Defeat the Euphotic Gatekeeper, Varzunon, and Zelvraak the Unbreathing in Veteran Graven Deep."
"188155806-0-3396";"Defeat Zelvraak the Unbreathing after placing the challenge banner in Veteran Graven Deep."
"188155806-0-3397";"Defeat all encounters in addition to the Euphotic Gatekeeper, Varzunon, and Zelvraak the Unbreathing  within 25 minutes of entering Veteran Graven Deep. Your timer starts when you engage the first group of enemies."
"188155806-0-3398";"Defeat all encounters in addition to the Euphotic Gatekeeper, Varzunon, and Zelvraak the Unbreathing in Veteran Graven Deep without suffering a group member death."
"188155806-0-3399";"Complete the listed achievements for Veteran Graven Deep."
"188155806-0-3400";"Defeat all encounters in addition to the Euphotic Gatekeeper, Varzunon, and Zelvraak the Unbreathing after raising the challenge banner in Veteran Graven Deep within 25 minutes without suffering a group member death. Your timer starts upon engaging the first group of enemies."
"188155806-0-3401";"Defeat the Euphotic Gatekeeper without destroying any pangrit pits in Veteran Graven Deep. Only the pangrit pits destroyed after the Euphotic Gatekeeper leaps from the rocks count for this achievement."
"188155806-0-3403";"Witness the final evolution of the Bone Colossus while fighting Varzunon in Graven Deep."
"188155806-0-3404";"Defeat Varzunon without killing a single skeletal sacrifice in Veteran Graven Deep."
"188155806-0-3405";"Defeat Zelvraak the Unbreathing without a player hitting the same Sea Orb twice in a row in Veteran Graven Deep."
"188155806-0-3406";"Kill 300 Fractured Souls while fighting Zelvraak the Unbreathing in Graven Deep on any difficulty."
"188155806-0-3407";"Defeat the Euphotic Gatekeeper after placing the challenge banner in Veteran Graven Deep."
"188155806-0-3408";"Defeat Varzunon after placing the challenge banner in Veteran Graven Deep."
"188155806-0-3409";"Complete optional content in Graven Deep by finding and defeating all three optional bosses."
"188155806-0-3410";"Defeat Zelvraak the Unbreathing after raising the Challenge Banner and without gaining any benefits from completing optional content in Veteran Graven Deep."
"188155806-0-3411";"Enter either Earthen Root Enclave or Graven Deep for the first time."
"188155806-0-3412";"Complete both Earthen Root Enclave and Graven Deep in Veteran."
"188155806-0-3413";"Complete both Earthen Root Enclave and Graven Deep in Normal."
"188155806-0-3414";"Complete optional content in both Earthen Root Enclave and Graven Deep."
"188155806-0-3417";"Help Druid Laurel keep the Druid King's gift out of the hands of the Firesong Circle."
"188155806-0-3418";"Defeat each of the following Volcanic Vent bosses."
"188155806-0-3419";"Seal the Volcanic Vent at the following locations."
"188155806-0-3420";"Complete ""A Chance for Peace"" quest on High Isle."
"188155806-0-3422";"Learn every chapter in the Y'ffre's Will style book, found by defeating the final boss in Earthen Root Enclave."
"188155806-0-3423";"Learn every chapter in the Drowned Mariner style book, found by defeating the final boss in Graven Deep."
"188155806-0-3424";"Leap from the highest point in High Isle."
"188155806-0-3425";"Defeat Zelvraak the Unbreathing after collecting all the golden ghosts during a single encounter in Veteran Graven Deep."
"188155806-0-3428";"Collect the upgraded cards from the Saint Pelin deck in Tales of Tribute."
"188155806-0-3429";"Collect the upgraded cards from the Duke of Crows deck in Tales of Tribute."
"188155806-0-3430";"Collect the upgraded cards from the Grandmaster Delmene Hlaalu deck in Tales of Tribute."
"188155806-0-3431";"Collect the upgraded cards from the Psijic Loremaster Celarus deck in Tales of Tribute."
"188155806-0-3432";"Collect the upgraded cards from the Red Eagle, King of the Reach deck in Tales of Tribute."
"188155806-0-3433";"Collect the upgraded cards from the Sorcerer-King Orgnum deck in Tales of Tribute."
"188155806-0-3434";"Collect the upgraded cards from the Rajhin, the Purring Liar deck in Tales of Tribute."
"188155806-0-3435";"Collect the upgraded cards from the Ansei Frandar Hunding deck in Tales of Tribute."
"188155806-0-3462";"Perform acts of chivalry across High Isle."
"188155806-0-3464";"Learn every chapter in the Firesong style book, found by defeating Galen Volcanic Vents."
"188155806-0-3465";"Learn every chapter in the House Mornard style book, acquired from completing daily and world boss jobs in Galen"
"188155806-0-3466";"Defeat 200 nix creatures in Veteran Bal Sunnar. This includes nix-hounds and nix-oxen."
"188155806-0-3467";"Defeat 50 Plagued Servants in Veteran Bal Sunnar. This includes Peryite's Glory and Peryite's Vessels."
"188155806-0-3468";"Defeat Kovan Giryon, Roksa the Warped, and Matriarch Lladi Telvanni in Bal Sunnar."
"188155806-0-3469";"Defeat Kovan Giryon, Roksa the Warped, and Matriarch Lladi Telvanni in Veteran Bal Sunnar."
"188155806-0-3470";"Defeat Matriarch Lladi Telvanni after raising the challenge banner in Veteran Bal Sunnar."
"188155806-0-3471";"Defeat all encounters in addition to Kovan Giryon, Roksa the Warped, and Matriarch Lladi Telvanni within 25 minutes of entering Veteran Bal Sunnar. Your timer starts when you engage the first group of enemies."
"188155806-0-3472";"Defeat all encounters in addition to Kovan Giryon, Roksa the Warped, and Matriarch Lladi Telvanni in Veteran Bal Sunnar without suffering a group member death."
"188155806-0-3473";"Complete the listed achievements for Veteran Bal Sunnar."
"188155806-0-3474";"Defeat all encounters in addition to Kovan Giryon, Roksa the Warped, and Matriarch Lladi Telvanni after raising the challenge banner in Veteran Bal Sunnar within 25 minutes without suffering a group member death. Your timer starts when you engage the first hostiles."
"188155806-0-3475";"Defeat 50 minions pulled out of time during a single encounter with Kovan Giryon in Veteran Bal Sunnar."
"188155806-0-3476";"Defeat Roksa the Warped after each player interrupts their own Darklight Ray without dying in Veteran Bal Sunnar."
"188155806-0-3477";"Allow four party members to suffer the effects of Infectious Vomit simultaneously prior to defeating Matriarch Lladi Telvanni in Veteran Bal Sunnar."
"188155806-0-3478";"Defeat Matriarch Lladi Telvanni without a player taking damage from Pus Sacks in Veteran Bal Sunnar."
"188155806-0-3479";"Freeze 40 monsters using the Time Shards while battling Matriarch Lladi Telvanni in Bal Sunnar."
"188155806-0-3480";"Free 54 Laborers from their Telvanni captors in past and present Bal Sunnar."
"188155806-0-3481";"Defeat Kovan Giryon after raising the challenge banner in Veteran Bal Sunnar."
"188155806-0-3482";"Defeat Roksa the Warped after raising the challenge banner in Veteran Bal Sunnar."
"188155806-0-3483";"Complete optional content in Bal Sunnar by solving the wheel puzzle, defeating Urvel Drath, and solving the Daedric beam puzzle."
"188155806-0-3484";"Defeat Kovan Giryon, Roksa the Warped, and Matriarch Lladi Telvanni after raising the challenge banner and without gaining the benefits from completing optional content in Veteran Bal Sunnar."
"188155806-0-3486";"Complete both Bal Sunnar and Scrivener's Hall on Veteran."
"188155806-0-3487";"Complete both Bal Sunnar and Scrivener's Hall on Normal."
"188155806-0-3488";"Complete optional content in Bal Sunnar and Scrivener's Hall."
"188155806-0-3489";"Explore and clear Embervine."
"188155806-0-3490";"Explore and clear Fauns' Thicket."
"188155806-0-3491";"Discover and clear all delves and striking locales in Galen."
"188155806-0-3492";"Discover and clear both explorable caves in Galen."
"188155806-0-3493";"Discover all of the striking locales in Galen."
"188155806-0-3494";"Defeat both world bosses in Galen."
"188155806-0-3495";"Defeat the Endling in the Grove of the Chimera."
"188155806-0-3496";"Defeat Timbershade in the Valley of the Watcher."
"188155806-0-3497";"Seal the Volcanic Vent at each location in Galen."
"188155806-0-3498";"Enter Galen for the first time."
"188155806-0-3499";"Discover all 6 Skyshards in Galen."
"188155806-0-3500";"Catch all 12 rare fish in Galen."
"188155806-0-3501";"Complete quests, defeat world bosses, and explore delves to become the Savior of Galen."
"188155806-0-3502";"Pet and interact with all the friendly animals in Galen."
"188155806-0-3503";"Find and defeat the 3 hidden Bounty Hunters in Galen."
"188155806-0-3504";"Kick a spriggan into the lava in Galen."
"188155806-0-3505";"Dance with the flute-playing Faun in Galen."
"188155806-0-3506";"Complete 16 unique quests in Galen."
"188155806-0-3507";"Complete ""A Sea of Troubles"" quest on Galen."
"188155806-0-3508";"Complete ""Tides of Ruin"" quest on Galen."
"188155806-0-3509";"Complete ""Seeds of Destruction"" quest in Galen."
"188155806-0-3510";"Complete ""The Siege of Vastyr"" quest in Galen."
"188155806-0-3511";"Complete ""The Dream of Kasorayn"" quest in Galen."
"188155806-0-3512";"Complete the ""Guardian of Y'ffelon"" quest in Galen."
"188155806-0-3513";"Complete ""The Hidden Lord"" quest in Galen."
"188155806-0-3514";"Complete ""The Ivy Throne"" quest in Galen."
"188155806-0-3515";"Complete ""And Now, Perhaps, Peace"" quest in Galen."
"188155806-0-3516";"Complete 1 solo daily job for Juline Courcelles in Vastyr within the Galen and Y'ffelon zone."
"188155806-0-3517";"Complete 10 solo daily jobs for Juline Courcelles in Vastyr within the Galen and Y'ffelon zone."
"188155806-0-3518";"Complete 30 solo daily jobs for Juline Courcelles in Vastyr within the Galen and Y'ffelon zone."
"188155806-0-3519";"Complete 1 world boss daily job for Druid Gastoc of the Stonelore Circle in Vastyr within the Galen and Y'ffelon zone."
"188155806-0-3520";"Complete 10 world boss daily jobs for Druid Gastoc of the Stonelore Circle in Vastyr within the Galen and Y'ffelon zone."
"188155806-0-3521";"Complete 30 world boss daily jobs for Druid Gastoc of the Stonelore Circle in Vastyr within the Galen and Y'ffelon zone."
"188155806-0-3522";"Complete 1 Volcanic Vent daily job for Druid Aishabeh on Galen."
"188155806-0-3523";"Complete 10 Volcanic Vent daily jobs for Druid Aishabeh on Galen."
"188155806-0-3524";"Complete 30 Volcanic Vent daily jobs for Druid Aishabeh on Galen."
"188155806-0-3525";"Complete the listed achievements for Earthen Root Enclave."
"188155806-0-3526";"Complete the listed achievements for Graven Deep."
"188155806-0-3527";"Defeat 200 Battlescribes in Veteran Scrivener's Hall."
"188155806-0-3528";"Defeat 50 Familiars in Veteran Scrivener's Hall. This includes Hollow Armor Sentinels, Hollow Armor Duelists, Magma Bears and Storm Atronachs."
"188155806-0-3529";"Defeat Riftmaster Naqri, Ozezan the Inferno, and Valinna in Scrivener's Hall."
"188155806-0-3530";"Defeat Riftmaster Naqri, Ozezan the Inferno, and Valinna in Veteran Scrivener's Hall."
"188155806-0-3531";"Defeat Valinna after raising the challenge banner in Veteran Scrivener's Hall."
"188155806-0-3532";"Defeat all encounters in addition to Riftmaster Naqri, Ozezan the Inferno, and Valinna within 25 minutes of entering Veteran Scrivener's Hall. Your timer starts when you engage the first hostiles."
"188155806-0-3533";"Defeat all encounters in addition to Riftmaster Naqri, Ozezan the Inferno, and Valinna in Veteran Scrivener's Hall without suffering a group member death."
"188155806-0-3534";"Complete the listed achievements for Veteran Scrivener's Hall."
"188155806-0-3535";"Defeat all encounters in addition to Riftmaster Naqri, Ozezan the Inferno, and Valinna after raising the challenge banner in Veteran Scrivener's Hall within 25 minutes without suffering a group member death. Your timer starts when you engage the first hostiles."
"188155806-0-3536";"Squash 500 Broodlings in Veteran Scrivener's Hall."
"188155806-0-3537";"Destroy 20 of Riftmaster Naqri's codices in Veteran Scrivener's Hall."
"188155806-0-3538";"Defeat Riftmaster Naqri after placing the challenge banner and burning Riftmaster Naqri's memoirs in Veteran Scrivener's Hall."
"188155806-0-3539";"Defeat Ozezan the Inferno without a single party member being damaged by her Firestorm in Veteran Scrivener's Hall."
"188155806-0-3540";"Freeze 60 hostile creatures using Mazandi's Freeze Circle in Veteran Scrivener's Hall."
"188155806-0-3541";"Defeat Valinna and Lamikhai without a single party member setting off an Immolation Trap in Veteran Scrivener's Hall."
"188155806-0-3542";"Defeat Riftmaster Naqri after raising the challenge banner in Veteran Scrivener's Hall."
"188155806-0-3543";"Defeat Ozezan the Inferno after raising the challenge banner in Veteran Scrivener's Hall."
"188155806-0-3544";"Complete optional content in Scrivener's Hall by finding and defeating 10 Cartoklepts, looting 10 treasure chests in Scrivener's Hall Vault, and obtaining Reinfyr's lost Cartoklept Map."
"188155806-0-3545";"Collect 10 Vault Keys in Veteran Scrivener's Hall."
"188155806-0-3546";"Learn every chapter in the Scribes of Mora style book, found by defeating the final boss in Scrivener's Hall."
"188155806-0-3547";"Learn every chapter in the Blessed Inheritor style book, found by defeating the final boss in Bal Sunnar."
"188155806-0-3548";"Find and defeat the Preserver of Galen."
"188155806-0-3551";"Collect the following upgraded cards for the Druid King deck in Tales of Tribute."
"188155806-0-3552";"Use the Druid King's Patron power to remove cards from the Tavern 10 times in match-made Tales of Tribute games."
"188155806-0-3553";"Defeat Tribute Grand Master Braigh in a game of Tribute."
"188155806-0-3556";"Complete ""An Eye for an Eye"" quest in Galen."
"188155806-0-3557";"Collect the Druid King Tales of Tribute deck."
"188155806-0-3558";"Defeat Exarchanic Yaseyla, Archwizard Twelvane, and Ansuul the Tormentor in Sanity's Edge."
"188155806-0-3559";"Defeat all enemies in addition to Exarchanic Yaseyla, Archwizard Twelvane, and Ansuul the Tormentor in Veteran Sanity's Edge within 30 minutes. Your time begins when you enter Vanton's Nightmare."
"188155806-0-3560";"Defeat Exarchanic Yaseyla, Archwizard Twelvane, and Ansuul the Tormentor in Veteran Sanity's Edge."
"188155806-0-3561";"Defeat all enemies in addition to Exarchanic Yaseyla, Archwizard Twelvane, and Ansuul the Tormentor without suffering a group member death in Veteran Sanity's Edge."
"188155806-0-3562";"Defeat 125 Disruptors, Voidmasters, Summoners, Butchers, and Enforcers in Veteran Sanity's Edge."
"188155806-0-3563";"Defeat 50 Paranoxia in Veteran Sanity's Edge."
"188155806-0-3564";"Defeat Exarchanic Yaseyla, Archwizard Twelvane, and Ansuul the Tormentor along with all their hostile followers after raising the challenge banner for each of them, without suffering a group member death, within 30 minutes of entering Veteran Sanity's Edge."
"188155806-0-3565";"Complete all the listed achievements for Sanity's Edge."
"188155806-0-3566";"Defeat Exarchanic Yaseyla after raising the challenge banner in Veteran Sanity's Edge."
"188155806-0-3567";"Defeat Archwizard Twelvane after raising the challenge banner in Veteran Sanity's Edge."
"188155806-0-3568";"Defeat Exarchanic Yaseyla, Archwizard Twelvane, and Ansuul the Tormentor after raising the challenge banner in Veteran Sanity's Edge in one run."
"188155806-0-3569";"8 unique players must use Vanton's Clarity to kill Horrors while fighting Exarchanic Yaseyla in Sanity's Edge."
"188155806-0-3570";"As a group, never fail to input the correct crystal control sequence during the encounter with Archwizard Twelvane in Veteran Sanity's Edge."
"188155806-0-3571";"Once the Chimera comes to life, it never returns to its statue form during the encounter with Archwizard Twelvane in Veteran Sanity's Edge."
"188155806-0-3572";"Enter Vanton's Torment 7 times during the encounter with Ansuul the Tormentor in Sanity's Edge."
"188155806-0-3573";"Complete each Torment with fewer than 4 players during the encounter with Ansuul the Tormentor in Veteran Sanity's Edge."
"188155806-0-3576";"Defeat the Irrefutable Herald, the Dreadful Herald, and the Noxious Herald in Bastion Nymic."
"188155806-0-3577";"Defeat the Noxious Herald in Bastion Nymic."
"188155806-0-3586";"Defeat the Dreadful Herald in Bastion Nymic."
"188155806-0-3587";"Defeat the Irrefutable Herald in Bastion Nymic."
"188155806-0-3617";"Complete the listed achievements for Bal Sunnar."
"188155806-0-3618";"Complete the listed achievements for Scrivener's Hall."
"188155806-0-3619";"All players avoid damage from falling rocks in the future section of Bal Sunnar."
"188155806-0-3620";"Explore and clear Anchre Egg Mine."
"188155806-0-3621";"Explore and clear Camonnaruhn."
"188155806-0-3622";"Explore and clear Quires Wind."
"188155806-0-3623";"Explore and clear the Disquiet Study."
"188155806-0-3624";"Explore and clear Fathoms Drift."
"188155806-0-3625";"Explore and clear the Apogee of the Tormenting Eye."
"188155806-0-3629";"Defeat the Dark Elf slaver Corlys the Chainmaker at Clamorclap Bowl south of Ald Isra."
"188155806-0-3630";"Defeat the Mind Terror known as the Walking Nightmare at Nightmare Den."
"188155806-0-3631";"Defeat the Seeker known as the Prime Cataloger at the Libram Cathedral."
"188155806-0-3632";"Defeat the Dark Elf arcanist, Runemaster Xiomara, at the Runemaster's Acropolis."
"188155806-0-3633";"Defeat the Lurker known as Vro-Kuul-Sha the Deepreaver at Deepreave Quag."
"188155806-0-3634";"Defeat the Dremora Dek, Valkynaz of Clan Dreamcarver, at Chthon Plaza."
"188155806-0-3635";"Defeat all six world bosses across the Telvanni Peninsula and Apocrypha."
"188155806-0-3636";"Catch all 12 rare fish in the Telvanni Peninsula and Apocrypha."
"188155806-0-3637";"Complete 28 unique quests in the Telvanni Peninsula and Apocrypha."
"188155806-0-3638";"Complete the ""Fate's Proxy"" quest in Necrom."
"188155806-0-3639";"Complete the ""Keeper of the Fate"" quest in Necrom."
"188155806-0-3640";"Complete the ""Spirit of Fate"" quest in Necrom."
"188155806-0-3641";"Complete the ""Fate's Lost Dream"" quest in Necrom."
"188155806-0-3642";"Complete the ""A Hidden Fate"" quest in Necrom."
"188155806-0-3643";"Complete the ""Conclave of Fate"" quest in Necrom."
"188155806-0-3644";"Complete the ""A Calamity of Fate"" quest in Necrom."
"188155806-0-3645";"Complete the ""An Unhealthy Fate"" quest in Necrom."
"188155806-0-3646";"Complete the ""Chronicle of Fate"" quest in Necrom."
"188155806-0-3647";"Complete 1 solo daily job for Ordinator Tilena in Necrom within the Telvanni Peninsula and Apocrypha zones."
"188155806-0-3648";"Complete 10 solo daily jobs for Ordinator Tilena in Necrom within the Telvanni Peninsula and Apocrypha zones."
"188155806-0-3649";"Complete 30 solo daily jobs for Ordinator Tilena in Necrom within the Telvanni Peninsula and Apocrypha zones."
"188155806-0-3650";"Complete 1 world boss daily job for Ordinator Nelyn in Necrom within the Telvanni Peninsula and Apocrypha zones."
"188155806-0-3651";"Complete 10 world boss daily jobs for Ordinator Nelyn in Necrom within the Telvanni Peninsula and Apocrypha zones."
"188155806-0-3652";"Complete 30 world boss daily jobs for Ordinator Nelyn in Necrom within the Telvanni Peninsula and Apocrypha zones."
"188155806-0-3653";"Complete 1 Bastion Nymic daily job for Ordinator Tandasea in Necrom within the Telvanni Peninsula and Apocrypha zones."
"188155806-0-3654";"Complete 10 Bastion Nymic daily jobs for Ordinator Tandasea in Necrom within the Telvanni Peninsula and Apocrypha zones."
"188155806-0-3655";"Complete 30 Bastion Nymic daily jobs for Ordinator Tandasea in Necrom within the Telvanni Peninsula and Apocrypha zones."
"188155806-0-3656";"In a match-made Tales of Tribute game, acquire The Chimera by triggering the Druid King patron bonus 5 times."
"188155806-0-3657";"Defeat All-Seeing Ky'zuu in the Underweave."
"188155806-0-3658";"Defeat Gatekeeper Gruzo on the island of Gorne."
"188155806-0-3659";"Defeat all of the champions in the Underweave."
"188155806-0-3660";"Defeat all of the champions on the island of Gorne."
"188155806-0-3662";"Locate and dig up Scrivener's Treasure in the Rift."
"188155806-0-3663";"Help Leramil the Wise gather the three glyphics and preserve the realms of Apocrypha and Nirn."
"188155806-0-3664";"Help Reinfyr protect the vault from the danger which skulks within."
"188155806-0-3665";"Obtain and enter Journey's End Lodgings in Necrom."
"188155806-0-3667";"Learn every chapter in the Clan Dreamcarver style book, found in Sanity's Edge weekly coffers."
"188155806-0-3668";"Learn every chapter in the Dead Keeper style book, acquired through Necrom solo daily jobs and world boss daily jobs."
"188155806-0-3669";"Learn every chapter in the Kindred's Concord style book, found in Bastion Nymic."
"188155806-0-3670";"Have 11 players reach the end on a single maze run while fighting Ansuul the Tormentor in Sanity's Edge."
"188155806-0-3671";"Complete the main quest in Necrom."
"188155806-0-3672";"Discover all 18 Skyshards across the Telvanni Peninsula and Apocrypha."
"188155806-0-3674";"Complete quests, defeat bosses, and explore delves to become the Hero of Necrom."
"188155806-0-3675";"Examine grave markers in the Telvanni wilderness."
"188155806-0-3676";"Encounter this rare and unusual fish in Apocrypha."
"188155806-0-3677";"Find spectral books throughout Apocrypha."
"188155806-0-3678";"Locate four Aberrant Hushed groups at sites throughout Apocrypha, then perform a ritual with them."
"188155806-0-3679";"Discover and clear all caves and striking locales across the Telvanni Peninsula and Apocrypha."
"188155806-0-3680";"Discover all of the striking locales across the Telvanni Peninsula and Apocrypha."
"188155806-0-3681";"Discover and clear all explorable caves across the Telvanni Peninsula and Apocrypha."
"188155806-0-3689";"Complete the companion quests for Sharp-as-Night."
"188155806-0-3690";"Increase rapport with Sharp by completing specific tasks at their side."
